Date,Symbol,Ordinary Shares Number,Share Issued,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Current Liabilities,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Net PPE,Accumulated Depreciation,Gross PPE,Machinery Furniture Equipment,Properties,Current Assets,Inventory,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Quarter,Year,Current Ratio
2021-12-31,JNJ,2628965000.0,3119843000.0,-7615000000.0,107774000000.0,15753000000.0,-7615000000.0,74023000000.0,104008000000.0,74023000000.0,74023000000.0,3120000000.0,3120000000.0,107995000000.0,62769000000.0,45226000000.0,12167000000.0,11055000000.0,182018000000.0,121039000000.0,10216000000.0,18962000000.0,-28717000000.0,47679000000.0,29774000000.0,0.0,60979000000.0,10387000000.0,15283000000.0,31608000000.0,14487000000.0,4,2021,1.3483173395834254
2024-12-31,MDT,1311337531.0,1311337531.0,-3997000000.0,75177000000.0,11146000000.0,-3997000000.0,50214000000.0,74091000000.0,50420000000.0,50214000000.0,0.0,0.0,39561000000.0,28772000000.0,10789000000.0,3740000000.0,2410000000.0,89981000000.0,68046000000.0,4047000000.0,6131000000.0,-7922000000.0,14053000000.0,2872000000.0,0.0,21935000000.0,5217000000.0,6128000000.0,8005000000.0,1284000000.0,4,2024,2.0330892575771617
2023-12-31,MDT,1330809036.0,1330809036.0,-4786000000.0,75783000000.0,12624000000.0,-4786000000.0,51483000000.0,75770000000.0,51665000000.0,51483000000.0,0.0,0.0,39283000000.0,30232000000.0,9051000000.0,3502000000.0,2662000000.0,90948000000.0,69274000000.0,3959000000.0,5569000000.0,-8493000000.0,14062000000.0,2952000000.0,0.0,21675000000.0,5293000000.0,5998000000.0,7959000000.0,1543000000.0,4,2023,2.3947630096121975
2022-12-31,MDT,1330743395.0,1330743395.0,-3545000000.0,76603000000.0,10665000000.0,-3545000000.0,52551000000.0,72867000000.0,52722000000.0,52551000000.0,0.0,0.0,38259000000.0,25865000000.0,12394000000.0,2980000000.0,2276000000.0,90981000000.0,67920000000.0,3008000000.0,5413000000.0,-7952000000.0,13365000000.0,2617000000.0,0.0,23059000000.0,4616000000.0,5551000000.0,10573000000.0,3714000000.0,4,2022,1.8604970146845248
2021-12-31,MDT,1345400671.0,1345400671.0,-8273000000.0,77746000000.0,14039000000.0,-8273000000.0,51428000000.0,77744000000.0,51602000000.0,51428000000.0,0.0,0.0,41481000000.0,32972000000.0,8509000000.0,2541000000.0,2106000000.0,93083000000.0,70534000000.0,2443000000.0,5221000000.0,-7479000000.0,12700000000.0,8654000000.0,0.0,22548000000.0,4313000000.0,5462000000.0,10817000000.0,3593000000.0,4,2021,2.6499001057703606
2024-12-31,RMD,146901045.0,189565112.0,1536084000.0,5571256000.0,1447064000.0,1536084000.0,4864043000.0,5561356000.0,4864043000.0,4864043000.0,588000.0,588000.0,2008351000.0,1097696000.0,910655000.0,372261000.0,237728000.0,6872394000.0,4514675000.0,284001000.0,699146000.0,-726967000.0,1426113000.0,762488000.0,0.0,2357719000.0,822250000.0,837275000.0,238361000.0,238361000.0,4,2024,2.5890364627658116
2023-12-31,RMD,147064349.0,188900583.0,807263000.0,5571039000.0,1609297000.0,807263000.0,4129903000.0,5561137000.0,4129903000.0,4129903000.0,588000.0,588000.0,2621805000.0,1863272000.0,758533000.0,246616000.0,150756000.0,6751708000.0,4383878000.0,262453000.0,665811000.0,-668012000.0,1333823000.0,715599000.0,0.0,2367830000.0,998012000.0,704909000.0,227891000.0,227891000.0,4,2023,3.121591282119565
2022-12-31,RMD,146410721.0,188246955.0,1078365000.0,4135992000.0,1242179000.0,1078365000.0,3360751000.0,4126076000.0,3360751000.0,3360751000.0,586000.0,586000.0,1735102000.0,1045803000.0,689299000.0,230478000.0,159245000.0,5095853000.0,3164375000.0,171748000.0,630495000.0,-633114000.0,1263609000.0,663634000.0,0.0,1931478000.0,743910000.0,575950000.0,273710000.0,273710000.0,4,2022,2.802090239504192
2021-12-31,RMD,145648358.0,187484592.0,565196000.0,3541030000.0,662991000.0,565196000.0,2885679000.0,3529030000.0,2885679000.0,2885679000.0,583000.0,583000.0,1842446000.0,930680000.0,911766000.0,472513000.0,138008000.0,4728125000.0,3153368000.0,160916000.0,592065000.0,-622139000.0,1214204000.0,603802000.0,0.0,1574757000.0,457033000.0,614292000.0,295278000.0,295278000.0,4,2021,1.7271503872704181
2024-12-31,RXST,40428220.0,40428220.0,281238000.0,281238000.0,267947000.0,281238000.0,281238000.0,281238000.0,281238000.0,281238000.0,40000.0,40000.0,37325000.0,11449000.0,25876000.0,4544000.0,4544000.0,318563000.0,24740000.0,1110000.0,23630000.0,-25428000.0,49058000.0,19445000.0,0.0,293823000.0,22009000.0,30050000.0,237223000.0,16706000.0,4,2024,11.355039418766424
2023-12-31,RXST,36139513.0,36139513.0,160362000.0,160362000.0,147504000.0,160362000.0,160362000.0,160362000.0,160362000.0,160362000.0,36000.0,36000.0,22188000.0,1285000.0,20903000.0,3863000.0,3863000.0,182550000.0,14143000.0,858000.0,13285000.0,-22698000.0,35983000.0,17490000.0,0.0,168407000.0,17421000.0,20281000.0,127182000.0,9692000.0,4,2023,8.056594747165478
2022-12-31,RXST,28268389.0,28268389.0,89902000.0,130071000.0,117318000.0,89902000.0,89902000.0,130071000.0,89902000.0,89902000.0,28000.0,28000.0,60262000.0,43025000.0,17237000.0,2595000.0,2595000.0,150164000.0,15609000.0,1528000.0,14081000.0,-19898000.0,33979000.0,15420000.0,0.0,134555000.0,14835000.0,10956000.0,105802000.0,11834000.0,4,2022,7.806172767883043
2021-12-31,RXST,27366746.0,27366746.0,138242000.0,178002000.0,165218000.0,138242000.0,138242000.0,178002000.0,138242000.0,138242000.0,27000.0,27000.0,54479000.0,43402000.0,11077000.0,1689000.0,1689000.0,192721000.0,16426000.0,925000.0,15501000.0,-16345000.0,31846000.0,14810000.0,0.0,176295000.0,8032000.0,4862000.0,159332000.0,24361000.0,4,2021,15.915410309650628
